Volume_m3_per_mol,Experimental_Pa,Fitted_Pa,Residual_Pa
9.898178571429e-03,8.260018302942e+04,8.258003125057e+04,2.015177884801e+01
9.781729411765e-03,8.358731650407e+04,8.354602212650e+04,4.129437756271e+01
9.667988372093e-03,8.448307609269e+04,8.451161053811e+04,-2.853444541871e+01
9.556862068966e-03,8.547344678520e+04,8.547679648537e+04,-3.349700175866e+00
9.448261363636e-03,8.642269923376e+04,8.644157996830e+04,-1.888073454224e+01
9.342101123595e-03,8.739506215825e+04,8.740596098690e+04,-1.089882865199e+01
9.238300000000e-03,8.839993729038e+04,8.836993954117e+04,2.999774920780e+01
9.136780219780e-03,8.935014632398e+04,8.933351563110e+04,1.663069288082e+01
9.037467391304e-03,9.030739372646e+04,9.029668925670e+04,1.070446976340e+01
8.940290322581e-03,9.122382007178e+04,9.125946041796e+04,-3.564034617483e+01
8.845180851064e-03,9.226587193998e+04,9.222182911489e+04,4.404282509130e+01
8.752073684211e-03,9.319890292115e+04,9.318379534748e+04,1.510757367066e+01
8.660906250000e-03,9.415526501102e+04,9.414535911575e+04,9.905895272503e+00
8.571618556701e-03,9.512799200471e+04,9.510652041967e+04,2.147158504052e+01
8.484153061224e-03,9.602463727140e+04,9.606727925927e+04,-4.264198786915e+01
8.398454545455e-03,9.701516764157e+04,9.702763563453e+04,-1.246799295585e+01
8.314470000000e-03,9.800949000799e+04,9.798758954545e+04,2.190046253747e+01
8.232148514851e-03,9.890806060681e+04,9.894714099204e+04,-3.908038522900e+01
8.151441176471e-03,9.992291297270e+04,9.990628997430e+04,1.662299840066e+01
8.072300970874e-03,1.009013457098e+05,1.008650364922e+05,3.630921758919e+01
7.994682692308e-03,1.017761410056e+05,1.018233805458e+05,-4.723954022698e+01
7.918542857143e-03,1.027375055920e+05,1.027813221351e+05,-4.381654310507e+01
7.843839622642e-03,1.037000256144e+05,1.037388612600e+05,-3.883564561234e+01
7.770532710280e-03,1.047133662361e+05,1.046959979206e+05,1.736831553228e+01
7.698583333333e-03,1.056571349706e+05,1.056527321168e+05,4.402853795866e+00
7.627954128440e-03,1.066047294309e+05,1.066090638488e+05,-4.334417841543e+00
7.558609090909e-03,1.076000532408e+05,1.075649931163e+05,3.506012448581e+01
7.490513513514e-03,1.085632306748e+05,1.085205199196e+05,4.271075523009e+01
7.423633928571e-03,1.094946777865e+05,1.094756442585e+05,1.903352796040e+01
7.357938053097e-03,1.104386510300e+05,1.104303661331e+05,8.284896855461e+00
7.293394736842e-03,1.113762287256e+05,1.113846855434e+05,-8.456817701313e+00
7.229973913043e-03,1.123736295479e+05,1.123386024893e+05,3.502705866063e+01
7.167646551724e-03,1.132632577008e+05,1.132921169709e+05,-2.885927001246e+01
7.106384615385e-03,1.142486682072e+05,1.142452289881e+05,3.439219067368e+00
7.046161016949e-03,1.152424147463e+05,1.151979385410e+05,4.447620532999e+01
6.986949579832e-03,1.161003556020e+05,1.161502456296e+05,-4.989002757636e+01
6.928725000000e-03,1.171565607938e+05,1.171021502538e+05,5.441053995326e+01
6.871462809917e-03,1.180258114946e+05,1.180536524138e+05,-2.784091912924e+01
6.815139344262e-03,1.190402971296e+05,1.190047521093e+05,3.554502022921e+01
6.759731707317e-03,1.199032103807e+05,1.199554493406e+05,-5.223895984364e+01
6.705217741935e-03,1.208888901066e+05,1.209057441075e+05,-1.685400087542e+01
6.651576000000e-03,1.218792479947e+05,1.218556364101e+05,2.361158461677e+01
6.598785714286e-03,1.227624366130e+05,1.228051262483e+05,-4.268963531723e+01
6.546826771654e-03,1.237232154138e+05,1.237542136222e+05,-3.099820838528e+01
6.495679687500e-03,1.246705237451e+05,1.247028985318e+05,-3.237478672134e+01
6.445325581395e-03,1.256252792615e+05,1.256511809770e+05,-2.590171556552e+01
6.395746153846e-03,1.265774743320e+05,1.265990609580e+05,-2.158662598391e+01
6.346923664122e-03,1.275921292967e+05,1.275465384745e+05,4.559082219782e+01
6.298840909091e-03,1.284827052794e+05,1.284936135268e+05,-1.090824736866e+01
6.251481203008e-03,1.294514299147e+05,1.294402861147e+05,1.114379998478e+01
6.204828358209e-03,1.303254670681e+05,1.303865562382e+05,-6.108917014275e+01
6.158866666667e-03,1.313681531230e+05,1.313324238975e+05,3.572922550849e+01
6.113580882353e-03,1.322189294918e+05,1.322778890924e+05,-5.895960060539e+01
6.068956204380e-03,1.332845585193e+05,1.332229518230e+05,6.160669634867e+01
6.024978260870e-03,1.341050220474e+05,1.341676120892e+05,-6.259004181414e+01
5.981633093525e-03,1.350995377111e+05,1.351118698911e+05,-1.233217997628e+01
5.938907142857e-03,1.360083128187e+05,1.360557252287e+05,-4.741241002150e+01
5.896787234043e-03,1.370040875257e+05,1.369991781019e+05,4.909423836274e+00
5.855260563380e-03,1.378865475699e+05,1.379422285108e+05,-5.568094094502e+01
5.814314685315e-03,1.388474181005e+05,1.388848764554e+05,-3.745835490027e+01
5.773937500000e-03,1.397934947077e+05,1.398271219356e+05,-3.362722786286e+01
5.734117241379e-03,1.407235039673e+05,1.407689649515e+05,-4.546098421540e+01
5.694842465753e-03,1.417121251503e+05,1.417104055031e+05,1.719647266029e+00
5.656102040816e-03,1.427128552525e+05,1.426514435903e+05,6.141166221327e+01
5.617885135135e-03,1.435335525041e+05,1.435920792132e+05,-5.852670912078e+01
5.580181208054e-03,1.445866699577e+05,1.445323123718e+05,5.435758593140e+01
5.542980000000e-03,1.454232762296e+05,1.454721430660e+05,-4.886683639552e+01
5.506271523179e-03,1.463492749842e+05,1.464115712959e+05,-6.229631170962e+01
5.470046052632e-03,1.473624018714e+05,1.473505970615e+05,1.180480992823e+01
5.434294117647e-03,1.482571253609e+05,1.482892203627e+05,-3.209500177603e+01
5.399006493506e-03,1.492636605547e+05,1.492274411996e+05,3.621935507152e+01
5.364174193548e-03,1.501686158041e+05,1.501652595721e+05,3.356231921294e+00
5.329788461538e-03,1.510613242949e+05,1.511026754804e+05,-4.135118543234e+01
5.295840764331e-03,1.519839357671e+05,1.520396889243e+05,-5.575315719991e+01
5.262322784810e-03,1.529406250564e+05,1.529762999038e+05,-3.567484742354e+01
5.229226415094e-03,1.539550918464e+05,1.539125084190e+05,4.258342737169e+01
5.196543750000e-03,1.548398220523e+05,1.548483144699e+05,-8.492417614179e+00
5.164267080745e-03,1.557311314576e+05,1.557837180565e+05,-5.258659889016e+01
5.132388888889e-03,1.567271551824e+05,1.567187191787e+05,8.436003672890e+00
5.100901840491e-03,1.576762816622e+05,1.576533178366e+05,2.296382558884e+01
5.069798780488e-03,1.586249930981e+05,1.585875140302e+05,3.747906794742e+01
5.039072727273e-03,1.595003842757e+05,1.595213077594e+05,-2.092348372561e+01
5.008716867470e-03,1.604353853186e+05,1.604546990243e+05,-1.931370567603e+01
4.978724550898e-03,1.614075969224e+05,1.613876878248e+05,1.990909756342e+01
4.949089285714e-03,1.622400095586e+05,1.623202741610e+05,-8.026460246192e+01
4.919804733728e-03,1.632054220311e+05,1.632524580329e+05,-4.703600177763e+01
4.890864705882e-03,1.641350473804e+05,1.641842394405e+05,-4.919206011842e+01
4.862263157895e-03,1.651685420962e+05,1.651156183837e+05,5.292371255698e+01
4.833994186047e-03,1.660676381236e+05,1.660465948626e+05,2.104326100397e+01
4.806052023121e-03,1.670589503324e+05,1.669771688771e+05,8.178145524717e+01
4.778431034483e-03,1.679362030722e+05,1.679073404273e+05,2.886264490406e+01
4.751125714286e-03,1.687795196332e+05,1.688371095132e+05,-5.758988005723e+01
4.724130681818e-03,1.696941984446e+05,1.697664761348e+05,-7.227769013238e+01
4.697440677966e-03,1.706749158362e+05,1.706954402920e+05,-2.052445583564e+01
4.671050561798e-03,1.716434101803e+05,1.716240019849e+05,1.940819545087e+01
4.644955307263e-03,1.725458327417e+05,1.725521612134e+05,-6.328471751418e+00
4.619150000000e-03,1.735306204364e+05,1.734799179776e+05,5.070245873200e+01
4.593629834254e-03,1.743323281268e+05,1.744072722775e+05,-7.494415068676e+01
4.568390109890e-03,1.753683529602e+05,1.753342241131e+05,3.412884710764e+01
4.543426229508e-03,1.762844516391e+05,1.762607734843e+05,2.367815481898e+01
4.518733695652e-03,1.771073479076e+05,1.771869203911e+05,-7.957248348920e+01
4.494308108108e-03,1.780949170467e+05,1.781126648337e+05,-1.774778699895e+01
4.470145161290e-03,1.791107112990e+05,1.790380068119e+05,7.270448715184e+01
4.446240641711e-03,1.800453873361e+05,1.799629463258e+05,8.244101037178e+01
4.422590425532e-03,1.808771327879e+05,1.808874833753e+05,-1.035058741565e+01
4.399190476190e-03,1.818931707941e+05,1.818116179605e+05,8.155283354636e+01
4.376036842105e-03,1.827001719227e+05,1.827353500814e+05,-3.517815866132e+01
4.353125654450e-03,1.836336704823e+05,1.836586797379e+05,-2.500925557673e+01
4.330453125000e-03,1.846558394116e+05,1.845816069301e+05,7.423248145476e+01
4.308015544041e-03,1.854959816508e+05,1.855041316580e+05,-8.150007229880e+00
4.285809278351e-03,1.865001575251e+05,1.864262539215e+05,7.390360360456e+01
4.263830769231e-03,1.873919023783e+05,1.873479737207e+05,4.392865751658e+01
4.242076530612e-03,1.882598987320e+05,1.882692910556e+05,-9.392323599546e+00
4.220543147208e-03,1.892556211973e+05,1.891902059262e+05,6.541527111057e+01
4.199227272727e-03,1.901291916881e+05,1.901107183324e+05,1.847335572846e+01
4.178125628141e-03,1.910487219150e+05,1.910308282742e+05,1.789364073426e+01
4.157235000000e-03,1.919894070672e+05,1.919505357518e+05,3.887131541912e+01
4.136552238806e-03,1.929496285713e+05,1.928698407650e+05,7.978780633377e+01
4.116074257426e-03,1.938365177180e+05,1.937887433138e+05,4.777440420724e+01
4.095798029557e-03,1.946777068950e+05,1.947072433984e+05,-2.953650339314e+01
4.075720588235e-03,1.956908516734e+05,1.956253410186e+05,6.551065484708e+01
4.055839024390e-03,1.965111221682e+05,1.965430361744e+05,-3.191400618260e+01
4.036150485437e-03,1.975556712098e+05,1.974603288659e+05,9.534234388068e+01
4.016652173913e-03,1.983929329874e+05,1.983772190931e+05,1.571389425176e+01
3.997341346154e-03,1.993304243200e+05,1.992937068560e+05,3.671746394222e+01
3.978215311005e-03,2.001192770603e+05,2.002097921545e+05,-9.051509420620e+01
3.959271428571e-03,2.011140717707e+05,2.011254749887e+05,-1.140321798401e+01
3.940507109005e-03,2.019481725165e+05,2.020407553586e+05,-9.258284205126e+01
3.921919811321e-03,2.030136334295e+05,2.029556332641e+05,5.800016538423e+01
3.903507042254e-03,2.038463143941e+05,2.038701087053e+05,-2.379431123196e+01
3.885266355140e-03,2.048815009793e+05,2.047841816822e+05,9.731929712184e+01
3.867195348837e-03,2.056574592427e+05,2.056978521947e+05,-4.039295198384e+01
3.849291666667e-03,2.066225640625e+05,2.066111202429e+05,1.144381960871e+01
3.831552995392e-03,2.074564728978e+05,2.075239858267e+05,-6.751292899350e+01
3.813977064220e-03,2.083984717472e+05,2.084364489463e+05,-3.797719906515e+01
3.796561643836e-03,2.092521732234e+05,2.093485096015e+05,-9.633637809867e+01
3.779304545455e-03,2.102189331561e+05,2.102601677923e+05,-4.123463619154e+01
3.762203619910e-03,2.111194561122e+05,2.111714235188e+05,-5.196740660493e+01
3.745256756757e-03,2.120142381463e+05,2.120822767810e+05,-6.803863468580e+01
3.728461883408e-03,2.130707197067e+05,2.129927275789e+05,7.799212779672e+01
3.711816964286e-03,2.138534815383e+05,2.139027759124e+05,-4.929437412272e+01
3.695320000000e-03,2.148067655707e+05,2.148124217816e+05,-5.656210913847e+00
3.678969026549e-03,2.158136791167e+05,2.157216651864e+05,9.201393025354e+01
3.662762114537e-03,2.167176494389e+05,2.166305061270e+05,8.714331195340e+01
3.646697368421e-03,2.174735985489e+05,2.175389446031e+05,-6.534605428061e+01
3.630772925764e-03,2.184661012788e+05,2.184469806150e+05,1.912066380063e+01
3.614986956522e-03,2.192853421234e+05,2.193546141625e+05,-6.927203908600e+01
3.599337662338e-03,2.202123521179e+05,2.202618452457e+05,-4.949312775006e+01
3.583823275862e-03,2.212800950304e+05,2.211686738645e+05,1.114211658971e+02
3.568442060086e-03,2.220951507286e+05,2.220751000191e+05,2.005070950722e+01
3.553192307692e-03,2.230255247975e+05,2.229811237092e+05,4.440108829900e+01
3.538072340426e-03,2.238105094420e+05,2.238867449351e+05,-7.623549305648e+01
3.523080508475e-03,2.246879806342e+05,2.247919636966e+05,-1.039830623715e+02
3.508215189873e-03,2.256537240025e+05,2.256967799938e+05,-4.305599124794e+01
3.493474789916e-03,2.266720808021e+05,2.266011938266e+05,7.088697547265e+01
3.478857740586e-03,2.276052025964e+05,2.275052051951e+05,9.999740124057e+01
3.464362500000e-03,2.283232182716e+05,2.284088140993e+05,-8.559582773180e+01
3.449987551867e-03,2.292727947450e+05,2.293120205392e+05,-3.922579413353e+01
3.435731404959e-03,2.301390217781e+05,2.302148245147e+05,-7.580273655429e+01
3.421592592593e-03,2.312216345189e+05,2.311172260258e+05,1.044084930345e+02
3.407569672131e-03,2.320997188147e+05,2.320192250727e+05,8.049374200485e+01
3.393661224490e-03,2.328223981690e+05,2.329208216552e+05,-9.842348621009e+01
3.379865853659e-03,2.337760655763e+05,2.338220157734e+05,-4.595019708734e+01
3.366182186235e-03,2.346660445586e+05,2.347228074272e+05,-5.676286863262e+01
3.352608870968e-03,2.355636292033e+05,2.356231966167e+05,-5.956741339323e+01
3.339144578313e-03,2.366034033926e+05,2.365231833419e+05,8.022005073121e+01
3.325788000000e-03,2.373760347814e+05,2.374227676027e+05,-4.673282136710e+01
3.312537848606e-03,2.382134778802e+05,2.383219493992e+05,-1.084715190415e+02
3.299392857143e-03,2.393285355106e+05,2.392207287314e+05,1.078067791569e+02
3.286351778656e-03,2.400026100125e+05,2.401191055992e+05,-1.164955867239e+02
3.273413385827e-03,2.409980051547e+05,2.410170800027e+05,-1.907484803209e+01
3.260576470588e-03,2.420300481489e+05,2.419146519419e+05,1.153962069924e+02
3.247839843750e-03,2.428132598170e+05,2.428118214167e+05,1.438400260056e+00
3.235202334630e-03,2.436222084272e+05,2.437085884272e+05,-8.638000006802e+01
3.222662790698e-03,2.446172600120e+05,2.446049529734e+05,1.230703855545e+01
3.210220077220e-03,2.456125589227e+05,2.455009150552e+05,1.116438674667e+02
3.197873076923e-03,2.462958907546e+05,2.463964746727e+05,-1.005839181397e+02
3.185620689655e-03,2.472950153653e+05,2.472916318259e+05,3.383539396513e+00
3.173461832061e-03,2.481606533758e+05,2.481863865147e+05,-2.573313896576e+01
3.161395437262e-03,2.490838886594e+05,2.490807387392e+05,3.149920201657e+00
3.149420454545e-03,2.500377162430e+05,2.499746884994e+05,6.302774360750e+01
3.137535849057e-03,2.507783235333e+05,2.508682357952e+05,-8.991226190623e+01
3.125740601504e-03,2.518603344734e+05,2.517613806267e+05,9.895384670119e+01
3.114033707865e-03,2.526548559010e+05,2.526541229939e+05,7.329071363492e-01
3.102414179104e-03,2.536180939588e+05,2.535464628967e+05,7.163106207736e+01
3.090881040892e-03,2.544232983115e+05,2.544384003352e+05,-1.510202373919e+01
3.079433333333e-03,2.554241556238e+05,2.553299353094e+05,9.422031443854e+01
3.068070110701e-03,2.561245027643e+05,2.562210678192e+05,-9.656505491122e+01
3.056790441176e-03,2.570922896742e+05,2.571117978647e+05,-1.950819052491e+01
3.045593406593e-03,2.581262299669e+05,2.580021254459e+05,1.241045210239e+02
3.034478102190e-03,2.588457350689e+05,2.588920505627e+05,-4.631549376796e+01
3.023443636364e-03,2.596962633113e+05,2.597815732152e+05,-8.530990388320e+01
3.012489130435e-03,2.606969095713e+05,2.606706934033e+05,2.621616800749e+01
3.001613718412e-03,2.615765341723e+05,2.615594111271e+05,1.712304513578e+01
2.990816546763e-03,2.625356279634e+05,2.624477263866e+05,8.790157673007e+01
2.980096774194e-03,2.634604218174e+05,2.633356391818e+05,1.247826356402e+02
2.969453571429e-03,2.640933063907e+05,2.642231495126e+05,-1.298431219181e+02
2.958886120996e-03,2.651697889368e+05,2.651102573791e+05,5.953155766375e+01
2.948393617021e-03,2.660708602287e+05,2.659969627813e+05,7.389744748193e+01
2.937975265018e-03,2.667829344128e+05,2.668832657191e+05,-1.003313063115e+02
2.927630281690e-03,2.678167429771e+05,2.677691661926e+05,4.757678452379e+01
2.917357894737e-03,2.685235324192e+05,2.686546642017e+05,-1.311317825417e+02
2.907157342657e-03,2.695027481531e+05,2.695397597465e+05,-3.701159342338e+01
2.897027874564e-03,2.703228647831e+05,2.704244528270e+05,-1.015880439468e+02
2.886968750000e-03,2.712072953389e+05,2.713087434432e+05,-1.014481042246e+02
2.876979238754e-03,2.720645440668e+05,2.721926315950e+05,-1.280875282170e+02
2.867058620690e-03,2.731617601009e+05,2.730761172825e+05,8.564281843102e+01
2.857206185567e-03,2.739314311375e+05,2.739592005056e+05,-2.776936814334e+01
2.847421232877e-03,2.747533264275e+05,2.748418812644e+05,-8.855483692762e+01
2.837703071672e-03,2.757803510375e+05,2.757241595589e+05,5.619147862884e+01
2.828051020408e-03,2.767258599937e+05,2.766060353890e+05,1.198246046579e+02
2.818464406780e-03,2.775714043865e+05,2.774875087549e+05,8.389563169074e+01
2.808942567568e-03,2.782885184827e+05,2.783685796563e+05,-8.006117366435e+01
2.799484848485e-03,2.793473924413e+05,2.792492480935e+05,9.814434783900e+01
2.790090604027e-03,2.801917678375e+05,2.801295140663e+05,6.225377118576e+01
2.780759197324e-03,2.809391637475e+05,2.810093775748e+05,-7.021382731083e+01
2.771490000000e-03,2.819613879795e+05,2.818888386189e+05,7.254936056875e+01
2.762282392027e-03,2.828314327252e+05,2.827678971987e+05,6.353552646813e+01
2.753135761589e-03,2.837524112855e+05,2.836465533142e+05,1.058579712727e+02
2.744049504950e-03,2.846485300419e+05,2.845248069653e+05,1.237230765165e+02
2.735023026316e-03,2.854285043688e+05,2.854026581521e+05,2.584621670592e+01
2.726055737705e-03,2.864088013082e+05,2.862801068746e+05,1.286944335669e+02
2.717147058824e-03,2.870336891440e+05,2.871571531328e+05,-1.234639888025e+02
2.708296416938e-03,2.879678957879e+05,2.880337969266e+05,-6.590113867004e+01
2.699503246753e-03,2.888286592011e+05,2.889100382560e+05,-8.137905497511e+01
2.690766990291e-03,2.897324521137e+05,2.897858771212e+05,-5.342500746017e+01
2.682087096774e-03,2.906721166644e+05,2.906613135220e+05,1.080314242106e+01
2.673463022508e-03,2.916670720917e+05,2.915363474584e+05,1.307246332979e+02
2.664894230769e-03,2.924594255153e+05,2.924109789306e+05,4.844658473885e+01
2.656380191693e-03,2.933174178812e+05,2.932852079384e+05,3.220994283794e+01
2.647920382166e-03,2.942727334721e+05,2.941590344818e+05,1.136989902296e+02
2.639514285714e-03,2.949393373592e+05,2.950324585610e+05,-9.312120174349e+01
2.631161392405e-03,2.957824828985e+05,2.959054801758e+05,-1.229972772844e+02
2.622861198738e-03,2.969007826023e+05,2.967780993262e+05,1.226832760627e+02
2.614613207547e-03,2.975384986660e+05,2.976503160124e+05,-1.118173463695e+02
2.606416927900e-03,2.985443808520e+05,2.985221302342e+05,2.225061786943e+01
2.598271875000e-03,2.994246232457e+05,2.993935419916e+05,3.108125404752e+01
2.590177570093e-03,3.001253960866e+05,3.002645512848e+05,-1.391551981808e+02
2.582133540373e-03,3.009928986736e+05,3.011351581136e+05,-1.422594399548e+02
2.574139318885e-03,3.021087529203e+05,3.020053624780e+05,1.033904422628e+02
2.566194444444e-03,3.029114074060e+05,3.028751643782e+05,3.624302780034e+01
2.558298461538e-03,3.036198217616e+05,3.037445638140e+05,-1.247420523153e+02
2.550450920245e-03,3.047383286165e+05,3.046135607854e+05,1.247678311141e+02
2.542651376147e-03,3.055789513165e+05,3.054821552925e+05,9.679602400097e+01
2.534899390244e-03,3.062319488600e+05,3.063503473353e+05,-1.183984753886e+02
2.527194528875e-03,3.073716505810e+05,3.072181369138e+05,1.535136671865e+02
2.519536363636e-03,3.081247120593e+05,3.080855240279e+05,3.918803134374e+01
2.511924471299e-03,3.088550328272e+05,3.089525086777e+05,-9.747585048777e+01
2.504358433735e-03,3.099493207302e+05,3.098190908632e+05,1.302298670353e+02
2.496837837838e-03,3.108049253478e+05,3.106852705843e+05,1.196547635099e+02
2.489362275449e-03,3.114045033091e+05,3.115510478411e+05,-1.465445319662e+02
2.481931343284e-03,3.122686706483e+05,3.124164226335e+05,-1.477519852630e+02
2.474544642857e-03,3.132320124024e+05,3.132813949617e+05,-4.938255930290e+01
2.467201780415e-03,3.141895995270e+05,3.141459648255e+05,4.363470153551e+01
2.459902366864e-03,3.148806740133e+05,3.150101322249e+05,-1.294582115829e+02
2.452646017699e-03,3.159922129651e+05,3.158738971600e+05,1.183158050308e+02
2.445432352941e-03,3.167205220243e+05,3.167372596308e+05,-1.673760647333e+01
2.438260997067e-03,3.177194013492e+05,3.176002196373e+05,1.191817119161e+02
2.431131578947e-03,3.185719997982e+05,3.184627771794e+05,1.092226188108e+02
2.424043731778e-03,3.192408787490e+05,3.193249322572e+05,-8.405350818025e+01
2.416997093023e-03,3.201178697652e+05,3.201866848706e+05,-6.881510545278e+01
2.409991304348e-03,3.210706612131e+05,3.210480350197e+05,2.262619334256e+01
2.403026011561e-03,3.219680485434e+05,3.219089827045e+05,5.906583884096e+01
2.396100864553e-03,3.226670779439e+05,3.227695279250e+05,-1.024499810769e+02
2.389215517241e-03,3.235569527501e+05,3.236296706811e+05,-7.271793099714e+01
2.382369627507e-03,3.245568871713e+05,3.244894109729e+05,6.747619846743e+01
2.375562857143e-03,3.252965014716e+05,3.253487488003e+05,-5.224732873682e+01
2.368794871795e-03,3.262619360254e+05,3.262076841634e+05,5.425186200743e+01
2.362065340909e-03,3.271468596041e+05,3.270662170622e+05,8.064254187042e+01
