Volume_m3_per_mol,Experimental_Pa,Fitted_Pa,Residual_Pa
1.220640776645e-01,1.519535702948e+04,1.519534570528e+04,1.132419888563e-02
1.212662732353e-01,1.529529574633e+04,1.529528436112e+04,1.138520644781e-02
1.204788299026e-01,1.539523406151e+04,1.539522261546e+04,1.144604880938e-02
1.197015471290e-01,1.549517197503e+04,1.549516046830e+04,1.150672643962e-02
1.189342295192e-01,1.559510948688e+04,1.559509791964e+04,1.156723937311e-02
1.181766866561e-01,1.569504659707e+04,1.569503496948e+04,1.162758778082e-02
1.174287329430e-01,1.579498330560e+04,1.579497161783e+04,1.168777206840e-02
1.166901874528e-01,1.589491961247e+04,1.589490786468e+04,1.174779223038e-02
1.159608737813e-01,1.599485551769e+04,1.599484371004e+04,1.180764864876e-02
1.152406199068e-01,1.609479102126e+04,1.609477915392e+04,1.186734136718e-02
1.145292580556e-01,1.619472612317e+04,1.619471419630e+04,1.192687077673e-02
1.138266245706e-01,1.629466082344e+04,1.629464883721e+04,1.198623697019e-02
1.131325597866e-01,1.639459512207e+04,1.639458307663e+04,1.204544010034e-02
1.124469079091e-01,1.649452901905e+04,1.649451691457e+04,1.210448077472e-02
1.117695168976e-01,1.659446251439e+04,1.659445035104e+04,1.216335866411e-02
1.111002383533e-01,1.669439560810e+04,1.669438338603e+04,1.222207426690e-02
1.104389274107e-01,1.679432830017e+04,1.679431601954e+04,1.228062771406e-02
1.097854426331e-01,1.689426059061e+04,1.689424825159e+04,1.233901942760e-02
1.091396459118e-01,1.699419247941e+04,1.699418008217e+04,1.239724932384e-02
1.085014023684e-01,1.709412396659e+04,1.709411151128e+04,1.245531770110e-02
1.078705802616e-01,1.719405505215e+04,1.719404253892e+04,1.251322491589e-02
1.072470508960e-01,1.729398573608e+04,1.729397316511e+04,1.257097092093e-02
1.066306885345e-01,1.739391601839e+04,1.739390338984e+04,1.262855612731e-02
1.060213703143e-01,1.749384589908e+04,1.749383321310e+04,1.268598073511e-02
1.054189761648e-01,1.759377537816e+04,1.759376263492e+04,1.274324490078e-02
1.048233887288e-01,1.769370445563e+04,1.769369165528e+04,1.280034882075e-02
1.042344932865e-01,1.779363313148e+04,1.779362027419e+04,1.285729268784e-02
1.036521776816e-01,1.789356140573e+04,1.789354849165e+04,1.291407673125e-02
1.030763322500e-01,1.799348927837e+04,1.799347630767e+04,1.297070138753e-02
1.025068497514e-01,1.809341674940e+04,1.809340372224e+04,1.302716647842e-02
1.019436253022e-01,1.819334381884e+04,1.819333073537e+04,1.308347250961e-02
1.013865563115e-01,1.829327048668e+04,1.829325734706e+04,1.313961935011e-02
1.008355424185e-01,1.839319675292e+04,1.839318355731e+04,1.319560761840e-02
1.002904854324e-01,1.849312261757e+04,1.849310936613e+04,1.325143729264e-02
9.975128927419e-02,1.859304808062e+04,1.859303477352e+04,1.330710869297e-02
9.921785991979e-02,1.869297314209e+04,1.869295977947e+04,1.336262192854e-02
9.869010534574e-02,1.879289780198e+04,1.879288438400e+04,1.341797725036e-02
9.816793547619e-02,1.889282206027e+04,1.889280858710e+04,1.347317483305e-02
9.765126213158e-02,1.899274591699e+04,1.899273238878e+04,1.352821493856e-02
9.713999897906e-02,1.909266937213e+04,1.909265578903e+04,1.358309765055e-02
9.663406148437e-02,1.919259242569e+04,1.919257878787e+04,1.363782336193e-02
9.613336686528e-02,1.929251507768e+04,1.929250138529e+04,1.369239211999e-02
9.563783404639e-02,1.939243732810e+04,1.939242358129e+04,1.374680435401e-02
9.514738361538e-02,1.949235917694e+04,1.949234537588e+04,1.380105992939e-02
9.466193778061e-02,1.959228062422e+04,1.959226676907e+04,1.385515931906e-02
9.418142032995e-02,1.969220166994e+04,1.969218776084e+04,1.390910268310e-02
9.370575659091e-02,1.979212231410e+04,1.979210835121e+04,1.396289016702e-02
9.323487339196e-02,1.989204255669e+04,1.989202854017e+04,1.401652206914e-02
9.276869902500e-02,1.999196239773e+04,1.999194832773e+04,1.406999842948e-02
9.230716320896e-02,2.009188183721e+04,2.009186771390e+04,1.412331952815e-02
9.185019705446e-02,2.019180087515e+04,2.019178669866e+04,1.417648567076e-02
9.139773302956e-02,2.029171951153e+04,2.029170528203e+04,1.422949705375e-02
9.094970492647e-02,2.039163774637e+04,2.039162346401e+04,1.428235377170e-02
9.050604782927e-02,2.049155557966e+04,2.049154124460e+04,1.433505602472e-02
9.006669808252e-02,2.059147301141e+04,2.059145862380e+04,1.438760410747e-02
8.963159326087e-02,2.069139004161e+04,2.069137560162e+04,1.443999832554e-02
8.920067213942e-02,2.079130667029e+04,2.079129217805e+04,1.449223854070e-02
8.877387466507e-02,2.089122289742e+04,2.089120835310e+04,1.454432534229e-02
8.835114192857e-02,2.099113872303e+04,2.099112412677e+04,1.459625859934e-02
8.793241613744e-02,2.109105414710e+04,2.109103949906e+04,1.464803878844e-02
8.751764058962e-02,2.119096916965e+04,2.119095446998e+04,1.469966601508e-02
8.710675964789e-02,2.129088379067e+04,2.129086903953e+04,1.475114033747e-02
8.669971871495e-02,2.139079801017e+04,2.139078320771e+04,1.480246219580e-02
8.629646420930e-02,2.149071182815e+04,2.149069697452e+04,1.485363170286e-02
8.589694354167e-02,2.159062524461e+04,2.159061033996e+04,1.490464907329e-02
8.550110509217e-02,2.169053825956e+04,2.169052330404e+04,1.495551442713e-02
8.510889818807e-02,2.179045087299e+04,2.179043586676e+04,1.500622806634e-02
8.472027308219e-02,2.189036308491e+04,2.189034802812e+04,1.505679016918e-02
8.433518093182e-02,2.199027489533e+04,2.199025978813e+04,1.510720088118e-02
8.395357377828e-02,2.209018630423e+04,2.209017114677e+04,1.515746047153e-02
8.357540452703e-02,2.219009731164e+04,2.219008210407e+04,1.520756903119e-02
8.320062692825e-02,2.229000791755e+04,2.228999266002e+04,1.525752692396e-02
8.282919555804e-02,2.238991812195e+04,2.238990281462e+04,1.530733433901e-02
8.246106580000e-02,2.248982792486e+04,2.248981256787e+04,1.535699142187e-02
8.209619382743e-02,2.258973732628e+04,2.258972191978e+04,1.540649832896e-02
8.173453658590e-02,2.268964632621e+04,2.268963087035e+04,1.545585524946e-02
8.137605177632e-02,2.278955492465e+04,2.278953941958e+04,1.550506257990e-02
8.102069783843e-02,2.288946312160e+04,2.288944756748e+04,1.555412019661e-02
8.066843393478e-02,2.298937091707e+04,2.298935531404e+04,1.560302870712e-02
8.031921993506e-02,2.308927831106e+04,2.308926265927e+04,1.565178794044e-02
7.997301640086e-02,2.318918530357e+04,2.318916960317e+04,1.570039827129e-02
7.962978457082e-02,2.328909189460e+04,2.328907614574e+04,1.574885988884e-02
7.928948634615e-02,2.338899808416e+04,2.338898228698e+04,1.579717305140e-02
7.895208427660e-02,2.348890387224e+04,2.348888802691e+04,1.584533783534e-02
7.861754154661e-02,2.358880925886e+04,2.358879336551e+04,1.589335456083e-02
7.828582196203e-02,2.368871424402e+04,2.368869830279e+04,1.594122324968e-02
7.795688993697e-02,2.378861882770e+04,2.378860283876e+04,1.598894434937e-02
7.763071048117e-02,2.388852300993e+04,2.388850697341e+04,1.603651783444e-02
7.730724918750e-02,2.398842679070e+04,2.398841070675e+04,1.608394406139e-02
7.698647221992e-02,2.408833017001e+04,2.408831403879e+04,1.613122311755e-02
7.666834630165e-02,2.418823314787e+04,2.418821696951e+04,1.617835534125e-02
7.635283870370e-02,2.428813572427e+04,2.428811949893e+04,1.622534085618e-02
7.603991723361e-02,2.438803789923e+04,2.438802162705e+04,1.627217971691e-02
7.572955022449e-02,2.448793967273e+04,2.448792335386e+04,1.631887230542e-02
7.542170652439e-02,2.458784104480e+04,2.458782467938e+04,1.636541879270e-02
7.511635548583e-02,2.468774201542e+04,2.468772560360e+04,1.641181938612e-02
7.481346695565e-02,2.478764258460e+04,2.478762612653e+04,1.645807429668e-02
7.451301126506e-02,2.488754275235e+04,2.488752624816e+04,1.650418355348e-02
7.421495922000e-02,2.498744251866e+04,2.498742596851e+04,1.655014750577e-02
7.391928209163e-02,2.508734188354e+04,2.508732528757e+04,1.659596640820e-02
7.362595160714e-02,2.518724084699e+04,2.518722420534e+04,1.664164040267e-02
7.333493994071e-02,2.528713940901e+04,2.528712272184e+04,1.668716951099e-02
7.304621970472e-02,2.538703756960e+04,2.538702083705e+04,1.673255415517e-02
7.275976394118e-02,2.548693532878e+04,2.548691855098e+04,1.677779451347e-02
7.247554611328e-02,2.558683268653e+04,2.558681586364e+04,1.682289072778e-02
7.219354009728e-02,2.568672964287e+04,2.568671277502e+04,1.686784292906e-02
7.191372017442e-02,2.578662619779e+04,2.578660928513e+04,1.691265141199e-02
7.163606102317e-02,2.588652235129e+04,2.588650539398e+04,1.695731634754e-02
7.136053771154e-02,2.598641810339e+04,2.598640110155e+04,1.700183791036e-02
7.108712568966e-02,2.608631345408e+04,2.608629640787e+04,1.704621633326e-02
7.081580078244e-02,2.618620840337e+04,2.618619131292e+04,1.709045179814e-02
7.054653918251e-02,2.628610295125e+04,2.628608581670e+04,1.713454456694e-02
7.027931744318e-02,2.638599709773e+04,2.638597991924e+04,1.717849467968e-02
7.001411247170e-02,2.648589084281e+04,2.648587362051e+04,1.722230243467e-02
6.975090152256e-02,2.658578418650e+04,2.658576692053e+04,1.726596797744e-02
6.948966219101e-02,2.668567712880e+04,2.668565981930e+04,1.730949155899e-02
6.923037240672e-02,2.678556966970e+04,2.678555231683e+04,1.735287337578e-02
6.897301042751e-02,2.688546180921e+04,2.688544441310e+04,1.739611371158e-02
6.871755483333e-02,2.698535354734e+04,2.698533610813e+04,1.743921252637e-02
6.846398452030e-02,2.708524488409e+04,2.708522740192e+04,1.748217019122e-02
6.821227869485e-02,2.718513581946e+04,2.718511829447e+04,1.752498677524e-02
6.796241686813e-02,2.728502635344e+04,2.728500878578e+04,1.756766264225e-02
6.771437885036e-02,2.738491648605e+04,2.738489887585e+04,1.761019773767e-02
6.746814474545e-02,2.748480621729e+04,2.748478856470e+04,1.765259261447e-02
6.722369494565e-02,2.758469554716e+04,2.758467785231e+04,1.769484711258e-02
6.698101012635e-02,2.768458447565e+04,2.768456673869e+04,1.773696168311e-02
6.674007124101e-02,2.778447300278e+04,2.778445522385e+04,1.777893638427e-02
6.650085951613e-02,2.788436112855e+04,2.788434330778e+04,1.782077135431e-02
6.626335644643e-02,2.798424885296e+04,2.798423099049e+04,1.786246691699e-02
6.602754379004e-02,2.808413617600e+04,2.808411827198e+04,1.790402330153e-02
6.579340356383e-02,2.818402309769e+04,2.818400515225e+04,1.794544055156e-02
6.556091803887e-02,2.828390961803e+04,2.828389163131e+04,1.798671894721e-02
6.533006973592e-02,2.838379573701e+04,2.838377770915e+04,1.802785860491e-02
6.510084142105e-02,2.848368145465e+04,2.848366338579e+04,1.806885985206e-02
6.487321610140e-02,2.858356677094e+04,2.858354866121e+04,1.810972283420e-02
6.464717702091e-02,2.868345168588e+04,2.868343353543e+04,1.815044767864e-02
6.442270765625e-02,2.878333619948e+04,2.878331800845e+04,1.819103456000e-02
6.419979171280e-02,2.888322031175e+04,2.888320208026e+04,1.823148375115e-02
6.397841312069e-02,2.898310402267e+04,2.898308575088e+04,1.827179551401e-02
6.375855603093e-02,2.908298733226e+04,2.908296902029e+04,1.831196983403e-02
6.354020481164e-02,2.918287024052e+04,2.918285188852e+04,1.835200706410e-02
6.332334404437e-02,2.928275274745e+04,2.928273435555e+04,1.839190735700e-02
6.310795852041e-02,2.938263485305e+04,2.938261642138e+04,1.843167081461e-02
6.289403323729e-02,2.948251655733e+04,2.948249808604e+04,1.847129767339e-02
6.268155339527e-02,2.958239786029e+04,2.958237934950e+04,1.851078833715e-02
6.247050439394e-02,2.968227876192e+04,2.968226021178e+04,1.855014271496e-02
6.226087182886e-02,2.978215926224e+04,2.978214067288e+04,1.858936102144e-02
6.205264148829e-02,2.988203936125e+04,2.988202073280e+04,1.862844359493e-02
6.184579935000e-02,2.998191905894e+04,2.998190039155e+04,1.866739066463e-02
6.164033157807e-02,3.008179835532e+04,3.008177964911e+04,1.870620219051e-02
6.143622451987e-02,3.018167725039e+04,3.018165850551e+04,1.874487850728e-02
6.123346470297e-02,3.028155574416e+04,3.028153696074e+04,1.878341979682e-02
6.103203883224e-02,3.038143383662e+04,3.038141501480e+04,1.882182613554e-02
6.083193378689e-02,3.048131152779e+04,3.048129266769e+04,1.886009799273e-02
6.063313661765e-02,3.058118881765e+04,3.058116991942e+04,1.889823527017e-02
6.043563454397e-02,3.068106570622e+04,3.068104676999e+04,1.893623826254e-02
6.023941495130e-02,3.078094219350e+04,3.078092321940e+04,1.897410720994e-02
6.004446538835e-02,3.088081827949e+04,3.088079926765e+04,1.901184217422e-02
5.985077356452e-02,3.098069396419e+04,3.098067491475e+04,1.904944344642e-02
5.965832734727e-02,3.108056924760e+04,3.108055016069e+04,1.908691122662e-02
5.946711475962e-02,3.118044412974e+04,3.118042500549e+04,1.912424571128e-02
5.927712397764e-02,3.128031861059e+04,3.128029944914e+04,1.916144695133e-02
5.908834332803e-02,3.138019269016e+04,3.138017349164e+04,1.919851522689e-02
5.890076128571e-02,3.148006636845e+04,3.148004713300e+04,1.923545080354e-02
5.871436647152e-02,3.157993964548e+04,3.157992037322e+04,1.927225383406e-02
5.852914764984e-02,3.167981252123e+04,3.167979321230e+04,1.930892433302e-02
5.834509372642e-02,3.177968499571e+04,3.177966565025e+04,1.934546268603e-02
5.816219374608e-02,3.187955706893e+04,3.187953768706e+04,1.938186907137e-02
5.798043689063e-02,3.197942874088e+04,3.197940932274e+04,1.941814349266e-02
5.779981247664e-02,3.207930001157e+04,3.207928055729e+04,1.945428645558e-02
5.762030995342e-02,3.217917088101e+04,3.217915139071e+04,1.949029773823e-02
5.744191890093e-02,3.227904134918e+04,3.227902182300e+04,1.952617792267e-02
5.726462902778e-02,3.237891141611e+04,3.237889185418e+04,1.956192696161e-02
5.708843016923e-02,3.247878108178e+04,3.247876148423e+04,1.959754512791e-02
5.691331228528e-02,3.257865034620e+04,3.257863071317e+04,1.963303257435e-02
5.673926545872e-02,3.267851920938e+04,3.267849954099e+04,1.966838943554e-02
5.656627989329e-02,3.277838767131e+04,3.277836796769e+04,1.970361603162e-02
5.639434591185e-02,3.287825573200e+04,3.287823599328e+04,1.973871244263e-02
5.622345395455e-02,3.297812339145e+04,3.297810361777e+04,1.977367888321e-02
5.605359457704e-02,3.307799064966e+04,3.307797084115e+04,1.980851554981e-02
5.588475844880e-02,3.317785750664e+04,3.317783766342e+04,1.984322250064e-02
5.571693635135e-02,3.327772396239e+04,3.327770408459e+04,1.987780028867e-02
5.555011917665e-02,3.337759001691e+04,3.337757010466e+04,1.991224856465e-02
5.538429792537e-02,3.347745567020e+04,3.347743572363e+04,1.994656796887e-02
5.521946370536e-02,3.357732092227e+04,3.357730094151e+04,1.998075847951e-02
5.505560772997e-02,3.367718577311e+04,3.367716575829e+04,2.001482038759e-02
5.489272131657e-02,3.377705022274e+04,3.377703017398e+04,2.004875378771e-02
5.473079588496e-02,3.387691427114e+04,3.387689418859e+04,2.008255891269e-02
5.456982295588e-02,3.397677791834e+04,3.397675780210e+04,2.011623579892e-02
5.440979414956e-02,3.407664116432e+04,3.407662101453e+04,2.014978483203e-02
5.425070118421e-02,3.417650400909e+04,3.417648382588e+04,2.018320612115e-02
5.409253587464e-02,3.427636645265e+04,3.427634623615e+04,2.021649979724e-02
5.393529013081e-02,3.437622849501e+04,3.437620824535e+04,2.024966608587e-02
5.377895595652e-02,3.447609013617e+04,3.447606985346e+04,2.028270519077e-02
5.362352544798e-02,3.457595137612e+04,3.457593106051e+04,2.031561731565e-02
5.346899079251e-02,3.467581221488e+04,3.467579186648e+04,2.034840267879e-02
5.331534426724e-02,3.477567265244e+04,3.477565227138e+04,2.038106128020e-02
5.316257823782e-02,3.487553268881e+04,3.487551227522e+04,2.041359339637e-02
5.301068515714e-02,3.497539232399e+04,3.497537187799e+04,2.044599934743e-02
5.285965756410e-02,3.507525155799e+04,3.507523107971e+04,2.047827922797e-02
5.270948808239e-02,3.517511039079e+04,3.517508988036e+04,2.051043299434e-02
5.256016941926e-02,3.527496882242e+04,3.527494827995e+04,2.054246118496e-02
5.241169436441e-02,3.537482685286e+04,3.537480627849e+04,2.057436374889e-02
5.226405578873e-02,3.547468448212e+04,3.547466387598e+04,2.060614102811e-02
5.211724664326e-02,3.557454171021e+04,3.557452107242e+04,2.063779297168e-02
5.197125995798e-02,3.567439853713e+04,3.567437786781e+04,2.066932006710e-02
5.182608884078e-02,3.577425496287e+04,3.577423426215e+04,2.070072222705e-02
5.168172647632e-02,3.587411098745e+04,3.587409025545e+04,2.073199990264e-02
5.153816612500e-02,3.597396661086e+04,3.597394584771e+04,2.076315296290e-02
5.139540112188e-02,3.607382183311e+04,3.607380103892e+04,2.079418182257e-02
5.125342487569e-02,3.617367665419e+04,3.617365582911e+04,2.082508653984e-02
5.111223086777e-02,3.627353107412e+04,3.627351021825e+04,2.085586734756e-02
5.097181265110e-02,3.637338509289e+04,3.637336420637e+04,2.088652446400e-02
5.083216384932e-02,3.647323871051e+04,3.647321779345e+04,2.091705794737e-02
5.069327815574e-02,3.657309192698e+04,3.657307097951e+04,2.094746809598e-02
5.055514933243e-02,3.667294474229e+04,3.667292376454e+04,2.097775503353e-02
5.041777120924e-02,3.677279715646e+04,3.677277614855e+04,2.100791890553e-02
5.028113768293e-02,3.687264916949e+04,3.687262813153e+04,2.103796009033e-02
5.014524271622e-02,3.697250078138e+04,3.697247971350e+04,2.106787857338e-02
5.001008033693e-02,3.707235199213e+04,3.707233089445e+04,2.109767458751e-02
4.987564463710e-02,3.717220280174e+04,3.717218167439e+04,2.112734828552e-02
4.974192977212e-02,3.727205321021e+04,3.727203205331e+04,2.115689980565e-02
4.960892995989e-02,3.737190321756e+04,3.737188203123e+04,2.118632932252e-02
4.947663948000e-02,3.747175282377e+04,3.747173160813e+04,2.121563729452e-02
4.934505267287e-02,3.757160202886e+04,3.757158078404e+04,2.124482354702e-02
4.921416393899e-02,3.767145083282e+04,3.767142955894e+04,2.127388845111e-02
4.908396773810e-02,3.777129923567e+04,3.777127793283e+04,2.130283210136e-02
4.895445858839e-02,3.787114723739e+04,3.787112590573e+04,2.133165481791e-02
4.882563106579e-02,3.797099483799e+04,3.797097347764e+04,2.136035654257e-02
4.869747980315e-02,3.807084203749e+04,3.807082064855e+04,2.138893766096e-02
4.856999948953e-02,3.817068883586e+04,3.817066741847e+04,2.141739821673e-02
4.844318486945e-02,3.827053523313e+04,3.827051378740e+04,2.144573846454e-02
4.831703074219e-02,3.837038122930e+04,3.837035975534e+04,2.147395852808e-02
4.819153196104e-02,3.847022682435e+04,3.847020532229e+04,2.150205872749e-02
4.806668343264e-02,3.857007201831e+04,3.857005048827e+04,2.153003896092e-02
4.794248011628e-02,3.866991681116e+04,3.866989525326e+04,2.155789973040e-02
4.781891702320e-02,3.876976120292e+04,3.876973961728e+04,2.158564097044e-02
4.769598921594e-02,3.886960519358e+04,3.886958358032e+04,2.161326295754e-02
4.757369180769e-02,3.896944878315e+04,3.896942714239e+04,2.164076597546e-02
4.745201996164e-02,3.906929197163e+04,3.906927030348e+04,2.166814988595e-02
4.733096889031e-02,3.916913475902e+04,3.916911306361e+04,2.169541522017e-02
4.721053385496e-02,3.926897714533e+04,3.926895542277e+04,2.172256197809e-02
4.709071016497e-02,3.936881913055e+04,3.936879738096e+04,2.174959031254e-02
4.697149317722e-02,3.946866071470e+04,3.946863893820e+04,2.177650047088e-02
4.685287829545e-02,3.956850189776e+04,3.956848009447e+04,2.180329251132e-02
4.673486096977e-02,3.966834267975e+04,3.966832084979e+04,2.182996672491e-02
4.661743669598e-02,3.976818306067e+04,3.976816120415e+04,2.185652335902e-02
4.650060101504e-02,3.986802304052e+04,3.986800115755e+04,2.188296237728e-02
4.638434951250e-02,3.996786261929e+04,3.996784071001e+04,2.190928410710e-02
4.626867781796e-02,4.006770179701e+04,4.006767986152e+04,2.193548870855e-02
4.615358160448e-02,4.016754057366e+04,4.016751861208e+04,2.196157631261e-02
4.603905658809e-02,4.026737894924e+04,4.026735696170e+04,2.198754719575e-02
4.592509852723e-02,4.036721692377e+04,4.036719491037e+04,2.201340135798e-02
4.581170322222e-02,4.046705449725e+04,4.046703245811e+04,2.203913904668e-02
4.569886651478e-02,4.056689166967e+04,4.056686960491e+04,2.206476053107e-02
4.558658428747e-02,4.066672844104e+04,4.066670635077e+04,2.209026596393e-02
4.547485246324e-02,4.076656481136e+04,4.076654269571e+04,2.211565541802e-02
4.536366700489e-02,4.086640078064e+04,4.086637863971e+04,2.214092908252e-02
4.525302391463e-02,4.096623634887e+04,4.096621418278e+04,2.216608709568e-02
4.514291923358e-02,4.106607151606e+04,4.106604932493e+04,2.219112977036e-02
4.503334904126e-02,4.116590628221e+04,4.116588406615e+04,2.221605727391e-02
4.492430945521e-02,4.126574064732e+04,4.126571840645e+04,2.224086965725e-02
4.481579663043e-02,4.136557461140e+04,4.136555234584e+04,2.226556725509e-02
4.470780675904e-02,4.146540817445e+04,4.146538588430e+04,2.229014999466e-02
4.460033606971e-02,4.156524133647e+04,4.156521902185e+04,2.231461829797e-02
4.449338082734e-02,4.166507409747e+04,4.166505175849e+04,2.233897221595e-02
4.438693733254e-02,4.176490645744e+04,4.176488409422e+04,2.236321190867e-02
4.428100192124e-02,4.186473841638e+04,4.186471602905e+04,2.238733763079e-02
4.417557096429e-02,4.196456997431e+04,4.196454756296e+04,2.241134946962e-02
4.407064086698e-02,4.206440113122e+04,4.206437869598e+04,2.243524769437e-02
4.396620806872e-02,4.216423188712e+04,4.216420942809e+04,2.245903228322e-02
4.386226904255e-02,4.226406224201e+04,4.226403975930e+04,2.248270363634e-02
4.375882029481e-02,4.236389219588e+04,4.236386968962e+04,2.250626190653e-02
4.365585836471e-02,4.246372174875e+04,4.246369921904e+04,2.252970713744e-02
4.355337982394e-02,4.256355090062e+04,4.256352834758e+04,2.255303951824e-02
4.345138127635e-02,4.266337965148e+04,4.266335707522e+04,2.257625912171e-02
4.334985935748e-02,4.276320800134e+04,4.276318540197e+04,2.259936644987e-02
4.324881073427e-02,4.286303595020e+04,4.286301332784e+04,2.262236134993e-02
4.314823210465e-02,4.296286349808e+04,4.296284085283e+04,2.264524425846e-02
4.304812019722e-02,4.306269064495e+04,4.306266797694e+04,2.266801514634e-02
4.294847177083e-02,4.316251739084e+04,4.316249470017e+04,2.269067420275e-02
4.284928361432e-02,4.326234373574e+04,4.326232102252e+04,2.271322166780e-02
4.275055254608e-02,4.336216967966e+04,4.336214694400e+04,2.273565773066e-02
4.265227541379e-02,4.346199522259e+04,4.346197246461e+04,2.275798238406e-02
4.255444909404e-02,4.356182036454e+04,4.356179758435e+04,2.278019606456e-02
4.245707049199e-02,4.366164510552e+04,4.366162230322e+04,2.280229866301e-02
4.236013654110e-02,4.376146944552e+04,4.376144662123e+04,2.282429071784e-02
4.226364420273e-02,4.386129338454e+04,4.386127053837e+04,2.284617205441e-02
4.216759046591e-02,4.396111692260e+04,4.396109405466e+04,2.286794299289e-02
4.207197234694e-02,4.406094005969e+04,4.406091717008e+04,2.288960366423e-02
4.197678688914e-02,4.416076279581e+04,4.416073988466e+04,2.291115418484e-02
4.188203116253e-02,4.426058513097e+04,4.426056219838e+04,2.293259476573e-02
4.178770226351e-02,4.436040706517e+04,4.436038411124e+04,2.295392576343e-02
4.169379731461e-02,4.446022859841e+04,4.446020562326e+04,2.297514707607e-02
4.160031346413e-02,4.456004973070e+04,4.456002673444e+04,2.299625901651e-02
4.150724788591e-02,4.465987046203e+04,4.465984744477e+04,2.301726162113e-02
