Volume_m3_per_mol,Experimental_Pa,Fitted_Pa,Residual_Pa
1.816877984400e-01,1.249854243869e+04,1.249853328292e+04,9.155769317658e-03
1.802458317857e-01,1.259851902796e+04,1.259850981352e+04,9.214439196512e-03
1.788265732677e-01,1.269849543077e+04,1.269848615787e+04,9.272894514652e-03
1.774294906641e-01,1.279847164712e+04,1.279846231599e+04,9.331135634056e-03
1.760540682558e-01,1.289844767702e+04,1.289843828786e+04,9.389162916705e-03
1.746998061923e-01,1.299842352048e+04,1.299841407350e+04,9.446976895561e-03
1.733662198855e-01,1.309839917748e+04,1.309838967290e+04,9.504577677944e-03
1.720528394318e-01,1.319837464803e+04,1.319836508606e+04,9.561965807734e-03
1.707592090601e-01,1.329834993214e+04,1.329834031299e+04,9.619141668736e-03
1.694848866045e-01,1.339832502979e+04,1.339831535369e+04,9.676105704784e-03
1.682294430000e-01,1.349829994101e+04,1.349829020815e+04,9.732858192365e-03
1.669924618015e-01,1.359827466578e+04,1.359826487638e+04,9.789399537112e-03
1.657735387226e-01,1.369824920411e+04,1.369823935838e+04,9.845729968220e-03
1.645722811957e-01,1.379822355600e+04,1.379821365415e+04,9.901850153256e-03
1.633883079496e-01,1.389819772145e+04,1.389818776369e+04,9.957760188627e-03
1.622212486071e-01,1.399817170046e+04,1.399816168700e+04,1.001346073826e-02
1.610707432979e-01,1.409814549304e+04,1.409813542408e+04,1.006895191495e-02
1.599364422887e-01,1.419811909917e+04,1.419810897494e+04,1.012423427892e-02
1.588180056294e-01,1.429809251888e+04,1.429808233957e+04,1.017930821399e-02
1.577151028125e-01,1.439806575215e+04,1.439805551798e+04,1.023417387842e-02
1.566274124483e-01,1.449803879899e+04,1.449802851016e+04,1.028883186882e-02
1.555546219521e-01,1.459801165941e+04,1.459800131612e+04,1.034328246533e-02
1.544964272449e-01,1.469798433339e+04,1.469797393586e+04,1.039752600445e-02
1.534525324662e-01,1.479795682094e+04,1.479794636938e+04,1.045156293549e-02
1.524226496980e-01,1.489792912207e+04,1.489791861668e+04,1.050539368043e-02
1.514064987000e-01,1.499790123678e+04,1.499789067776e+04,1.055901840664e-02
1.504038066556e-01,1.509787316506e+04,1.509786255262e+04,1.061243767435e-02
1.494143079276e-01,1.519784490692e+04,1.519783424127e+04,1.066565186557e-02
1.484377438235e-01,1.529781646236e+04,1.529780574370e+04,1.071866120401e-02
1.474738623701e-01,1.539778783138e+04,1.539777705991e+04,1.077146621901e-02
1.465224180968e-01,1.549775901398e+04,1.549774818991e+04,1.082406721252e-02
1.455831718269e-01,1.559773001016e+04,1.559771913370e+04,1.087646455380e-02
1.446558904777e-01,1.569770081993e+04,1.569768989128e+04,1.092865852479e-02
1.437403468671e-01,1.579767144329e+04,1.579766046264e+04,1.098064971302e-02
1.428363195283e-01,1.589764188023e+04,1.589763084779e+04,1.103243833677e-02
1.419435925312e-01,1.599761213076e+04,1.599760104674e+04,1.108402472528e-02
1.410619553106e-01,1.609758219489e+04,1.609757105948e+04,1.113540930419e-02
1.401912025000e-01,1.619755207260e+04,1.619754088601e+04,1.118659250460e-02
1.393311337730e-01,1.629752176390e+04,1.629751052633e+04,1.123757452842e-02
1.384815536890e-01,1.639749126880e+04,1.639747998045e+04,1.128835591953e-02
1.376422715455e-01,1.649746058730e+04,1.649744924836e+04,1.133893706719e-02
1.368131012349e-01,1.659742971939e+04,1.659741833007e+04,1.138931812966e-02
1.359938611078e-01,1.669739866508e+04,1.669738722558e+04,1.143949961624e-02
1.351843738393e-01,1.679736742437e+04,1.679735593489e+04,1.148948198170e-02
1.343844663018e-01,1.689733599726e+04,1.689732445799e+04,1.153926524785e-02
1.335939694412e-01,1.699730438375e+04,1.699729279490e+04,1.158885010227e-02
1.328127181579e-01,1.709727258385e+04,1.709726094561e+04,1.163823699608e-02
1.320405511919e-01,1.719724059755e+04,1.719722891012e+04,1.168742582740e-02
1.312773110116e-01,1.729720842485e+04,1.729719668843e+04,1.173641752393e-02
1.305228437069e-01,1.739717606577e+04,1.739716428055e+04,1.178521202382e-02
1.297769988857e-01,1.749714352029e+04,1.749713168648e+04,1.183380973453e-02
1.290396295739e-01,1.759711078842e+04,1.759709890621e+04,1.188221138364e-02
1.283105921186e-01,1.769707787016e+04,1.769706593975e+04,1.193041685474e-02
1.275897460955e-01,1.779704476552e+04,1.779703278709e+04,1.197842685724e-02
1.268769542179e-01,1.789701147449e+04,1.789699944825e+04,1.202624146390e-02
1.261720822500e-01,1.799697799707e+04,1.799696592321e+04,1.207386130045e-02
1.254749989227e-01,1.809694433328e+04,1.809693221199e+04,1.212128662155e-02
1.247855758516e-01,1.819691048310e+04,1.819689831458e+04,1.216851768186e-02
1.241036874590e-01,1.829687644654e+04,1.829686423098e+04,1.221555504162e-02
1.234292108967e-01,1.839684222360e+04,1.839682996120e+04,1.226239899552e-02
1.227620259730e-01,1.849680781428e+04,1.849679550523e+04,1.230904982003e-02
1.221020150806e-01,1.859677321858e+04,1.859676086308e+04,1.235550791171e-02
1.214490631283e-01,1.869673843651e+04,1.869672603474e+04,1.240177364161e-02
1.208030574734e-01,1.879670346807e+04,1.879669102022e+04,1.244784744995e-02
1.201638878571e-01,1.889666831325e+04,1.889665581952e+04,1.249372959865e-02
1.195314463421e-01,1.899663297207e+04,1.899662043265e+04,1.253942031690e-02
1.189056272513e-01,1.909659744451e+04,1.909658485959e+04,1.258492019042e-02
1.182863271094e-01,1.919656173058e+04,1.919654910035e+04,1.263022953208e-02
1.176734445855e-01,1.929652583029e+04,1.929651315494e+04,1.267534851650e-02
1.170668804381e-01,1.939648974363e+04,1.939647702335e+04,1.272027771483e-02
1.164665374615e-01,1.949645347061e+04,1.949644070559e+04,1.276501731627e-02
1.158723204337e-01,1.959641701122e+04,1.959640420165e+04,1.280956786650e-02
1.152841360660e-01,1.969638036547e+04,1.969636751154e+04,1.285392966747e-02
1.147018929545e-01,1.979634353336e+04,1.979633063526e+04,1.289810283561e-02
1.141255015327e-01,1.989630651489e+04,1.989629357280e+04,1.294208801482e-02
1.135548740250e-01,1.999626931006e+04,1.999625632418e+04,1.298588542340e-02
1.129899244030e-01,2.009623191888e+04,2.009621888938e+04,1.302949539240e-02
1.124305683416e-01,2.019619434134e+04,2.019618126842e+04,1.307291840567e-02
1.118767231773e-01,2.029615657745e+04,2.029614346129e+04,1.311615473242e-02
1.113283078676e-01,2.039611862720e+04,2.039610546800e+04,1.315920456545e-02
1.107852429512e-01,2.049608049060e+04,2.049606728854e+04,1.320206842502e-02
1.102474505097e-01,2.059604216766e+04,2.059602892291e+04,1.324474692956e-02
1.097148541304e-01,2.069600365836e+04,2.069599037112e+04,1.328723989354e-02
1.091873788702e-01,2.079596496272e+04,2.079595163317e+04,1.332954791724e-02
1.086649512201e-01,2.089592608073e+04,2.089591270906e+04,1.337167150632e-02
1.081474990714e-01,2.099588701240e+04,2.099587359879e+04,1.341361076629e-02
1.076349516825e-01,2.109584775772e+04,2.109583430235e+04,1.345536591543e-02
1.071272396462e-01,2.119580831670e+04,2.119579481976e+04,1.349693773227e-02
1.066242948592e-01,2.129576868934e+04,2.129575515102e+04,1.353832635141e-02
1.061260504907e-01,2.139572887564e+04,2.139571529611e+04,1.357953203842e-02
1.056324409535e-01,2.149568887561e+04,2.149567525505e+04,1.362055527716e-02
1.051434018750e-01,2.159564868924e+04,2.159563502784e+04,1.366139637321e-02
1.046588700691e-01,2.169560831653e+04,2.169559461447e+04,1.370205556668e-02
1.041787835092e-01,2.179556775748e+04,2.179555401495e+04,1.374253333051e-02
1.037030813014e-01,2.189552701211e+04,2.189551322928e+04,1.378283015219e-02
1.032317036591e-01,2.199548608040e+04,2.199547225746e+04,1.382294595533e-02
1.027645918778e-01,2.209544496237e+04,2.209543109949e+04,1.386288142749e-02
1.023016883108e-01,2.219540365800e+04,2.219538975537e+04,1.390263680878e-02
1.018429363453e-01,2.229536216731e+04,2.229534822510e+04,1.394221229930e-02
1.013882803795e-01,2.239532049029e+04,2.239530650869e+04,1.398160850295e-02
1.009376658000e-01,2.249527862695e+04,2.249526460613e+04,1.402082566347e-02
1.004910389602e-01,2.259523657729e+04,2.259522251742e+04,1.405986410464e-02
1.000483471586e-01,2.269519434130e+04,2.269518024257e+04,1.409872402655e-02
9.960953861842e-02,2.279515191899e+04,2.279513778158e+04,1.413740613134e-02
9.917456246725e-02,2.289510931036e+04,2.289509513445e+04,1.417591045538e-02
9.874336871739e-02,2.299506651542e+04,2.299505230118e+04,1.421423734428e-02
9.831590824675e-02,2.309502353416e+04,2.309500928177e+04,1.425238728916e-02
9.789213278017e-02,2.319498036658e+04,2.319496607622e+04,1.429036053378e-02
9.747199487124e-02,2.329493701269e+04,2.329492268453e+04,1.432815746011e-02
9.705544788462e-02,2.339489347248e+04,2.339487910671e+04,1.436577838831e-02
9.664244597872e-02,2.349484974597e+04,2.349483534275e+04,1.440322359849e-02
9.623294408898e-02,2.359480583314e+04,2.359479139265e+04,1.444049361089e-02
9.582689791139e-02,2.369476173401e+04,2.369474725642e+04,1.447758853465e-02
9.542426388655e-02,2.379471744857e+04,2.379470293406e+04,1.451450886088e-02
9.502499918410e-02,2.389467297682e+04,2.389465842557e+04,1.455125479697e-02
9.462906168750e-02,2.399462831877e+04,2.399461373094e+04,1.458782684131e-02
9.423640997925e-02,2.409458347442e+04,2.409456885019e+04,1.462422520490e-02
9.384700332645e-02,2.419453844376e+04,2.419452378331e+04,1.466045029883e-02
9.346080166667e-02,2.429449322680e+04,2.429447853030e+04,1.469650249055e-02
9.307776559426e-02,2.439444782355e+04,2.439443309117e+04,1.473238188919e-02
9.269785634694e-02,2.449440223399e+04,2.449438746590e+04,1.476808913139e-02
9.232103579268e-02,2.459435645814e+04,2.459434165452e+04,1.480362436632e-02
9.194726641700e-02,2.469431049600e+04,2.469429565701e+04,1.483898791776e-02
9.157651131048e-02,2.479426434756e+04,2.479424947338e+04,1.487418032411e-02
9.120873415663e-02,2.489421801282e+04,2.489420310362e+04,1.490920161450e-02
9.084389922000e-02,2.499417149180e+04,2.499415654775e+04,1.494405232370e-02
9.048197133466e-02,2.509412478449e+04,2.509410980575e+04,1.497873272820e-02
9.012291589286e-02,2.519407789089e+04,2.519406287764e+04,1.501324326819e-02
8.976669883399e-02,2.529403081100e+04,2.529401576341e+04,1.504758411829e-02
8.941328663386e-02,2.539398354482e+04,2.539396846306e+04,1.508175566414e-02
8.906264629412e-02,2.549393609236e+04,2.549392097660e+04,1.511575818949e-02
8.871474533203e-02,2.559388845362e+04,2.559387330403e+04,1.514959213091e-02
8.836955177043e-02,2.569384062859e+04,2.569382544533e+04,1.518325767393e-02
8.802703412791e-02,2.579379261729e+04,2.579377740053e+04,1.521675539698e-02
8.768716140927e-02,2.589374441970e+04,2.589372916962e+04,1.525008527824e-02
8.734990309615e-02,2.599369603584e+04,2.599368075259e+04,1.528324795436e-02
8.701522913793e-02,2.609364746570e+04,2.609363214946e+04,1.531624360359e-02
8.668310994275e-02,2.619359870929e+04,2.619358336021e+04,1.534907262976e-02
8.635351636882e-02,2.629354976660e+04,2.629353438486e+04,1.538173530207e-02
8.602641971591e-02,2.639350063764e+04,2.639348522340e+04,1.541423191884e-02
8.570179171698e-02,2.649345132240e+04,2.649343587584e+04,1.544656287297e-02
8.537960453008e-02,2.659340182090e+04,2.659338634217e+04,1.547872848823e-02
8.505983073034e-02,2.669335213313e+04,2.669333662240e+04,1.551072911388e-02
8.474244330224e-02,2.679330225909e+04,2.679328671653e+04,1.554256494273e-02
8.442741563197e-02,2.689325219879e+04,2.689323662455e+04,1.557423639679e-02
8.411472150000e-02,2.699320195222e+04,2.699318634648e+04,1.560574386531e-02
8.380433507380e-02,2.709315151939e+04,2.709313588230e+04,1.563708750473e-02
8.349623090074e-02,2.719310090030e+04,2.719308523203e+04,1.566826784256e-02
8.319038390110e-02,2.729305009494e+04,2.729303439566e+04,1.569928503159e-02
8.288676936131e-02,2.739299910333e+04,2.739298337319e+04,1.573013950110e-02
8.258536292727e-02,2.749294792546e+04,2.749293216463e+04,1.576083148393e-02
8.228614059783e-02,2.759289656133e+04,2.759288076997e+04,1.579136133660e-02
8.198907871841e-02,2.769284501095e+04,2.769282918922e+04,1.582172937560e-02
8.169415397482e-02,2.779279327431e+04,2.779277742237e+04,1.585193605206e-02
8.140134338710e-02,2.789274135142e+04,2.789272546944e+04,1.588198155150e-02
8.111062430357e-02,2.799268924228e+04,2.799267333041e+04,1.591186618680e-02
8.082197439502e-02,2.809263694689e+04,2.809262100530e+04,1.594159031811e-02
8.053537164894e-02,2.819258446525e+04,2.819256849410e+04,1.597115432378e-02
8.025079436396e-02,2.829253179737e+04,2.829251579681e+04,1.600055833842e-02
7.996822114437e-02,2.839247894323e+04,2.839246291343e+04,1.602980290409e-02
7.968763089474e-02,2.849242590286e+04,2.849240984397e+04,1.605888815538e-02
7.940900281469e-02,2.859237267624e+04,2.859235658842e+04,1.608781453615e-02
7.913231639373e-02,2.869231926338e+04,2.869230314679e+04,1.611658237744e-02
7.885755140625e-02,2.879226566427e+04,2.879224951908e+04,1.614519190844e-02
7.858468790657e-02,2.889221187893e+04,2.889219570529e+04,1.617364347840e-02
7.831370622414e-02,2.899215790735e+04,2.899214170541e+04,1.620193746567e-02
7.804458695876e-02,2.909210374954e+04,2.909208751946e+04,1.623007409216e-02
7.777731097603e-02,2.919204940549e+04,2.919203314743e+04,1.625805369258e-02
7.751185940273e-02,2.929199487520e+04,2.929197858932e+04,1.628587659798e-02
7.724821362245e-02,2.939194015868e+04,2.939192384514e+04,1.631354313577e-02
7.698635527119e-02,2.949188525593e+04,2.949186891488e+04,1.634105360426e-02
7.672626623311e-02,2.959183016696e+04,2.959181379855e+04,1.636840832361e-02
7.646792863636e-02,2.969177489175e+04,2.969175849614e+04,1.639560762851e-02
7.621132484899e-02,2.979171943031e+04,2.979170300766e+04,1.642265183909e-02
7.595643747492e-02,2.989166378265e+04,2.989164733311e+04,1.644954128642e-02
7.570324935000e-02,2.999160794877e+04,2.999159147249e+04,1.647627617422e-02
7.545174353821e-02,3.009155192866e+04,3.009153542581e+04,1.650285690266e-02
7.520190332781e-02,3.019149572233e+04,3.019147919305e+04,1.652928381009e-02
7.495371222772e-02,3.029143932978e+04,3.029142277423e+04,1.655555709658e-02
7.470715396382e-02,3.039138275101e+04,3.039136616934e+04,1.658167722417e-02
7.446221247541e-02,3.049132598603e+04,3.049130937838e+04,1.660764427652e-02
7.421887191176e-02,3.059126903482e+04,3.059125240136e+04,1.663345886482e-02
7.397711662866e-02,3.069121189740e+04,3.069119523828e+04,1.665912113458e-02
7.373693118506e-02,3.079115457377e+04,3.079113788914e+04,1.668463132955e-02
7.349830033981e-02,3.089109706393e+04,3.089108035394e+04,1.670998989357e-02
7.326120904839e-02,3.099103936787e+04,3.099102263267e+04,1.673519717224e-02
7.302564245981e-02,3.109098148560e+04,3.109096472535e+04,1.676025323104e-02
7.279158591346e-02,3.119092341713e+04,3.119090663197e+04,1.678515861931e-02
7.255902493610e-02,3.129086516245e+04,3.129084835253e+04,1.680991356989e-02
7.232794523885e-02,3.139080672156e+04,3.139078988704e+04,1.683451834469e-02
7.209833271429e-02,3.149074809447e+04,3.149073123549e+04,1.685897326752e-02
7.187017343354e-02,3.159068928117e+04,3.159067239789e+04,1.688327876036e-02
7.164345364353e-02,3.169063028167e+04,3.169061337424e+04,1.690743497602e-02
7.141815976415e-02,3.179057109597e+04,3.179055416453e+04,1.693144229284e-02
7.119427838558e-02,3.189051172408e+04,3.189049476878e+04,1.695530099096e-02
7.097179626562e-02,3.199045216598e+04,3.199043518697e+04,1.697901134685e-02
7.075070032710e-02,3.209039242169e+04,3.209037541912e+04,1.700257378616e-02
7.053097765528e-02,3.219033249120e+04,3.219031546522e+04,1.702598851989e-02
7.031261549536e-02,3.229027237452e+04,3.229025532527e+04,1.704925580998e-02
7.009560125000e-02,3.239021207165e+04,3.239019499928e+04,1.707237614391e-02
6.987992247692e-02,3.249015158259e+04,3.249013448724e+04,1.709534967085e-02
6.966556688650e-02,3.259009090733e+04,3.259007378916e+04,1.711817662363e-02
6.945252233945e-02,3.269003004589e+04,3.269001290503e+04,1.714085754793e-02
6.924077684451e-02,3.278996899826e+04,3.278995183487e+04,1.716339249106e-02
6.903031855623e-02,3.288990776445e+04,3.288989057866e+04,1.718578198052e-02
6.882113577273e-02,3.298984634445e+04,3.298982913642e+04,1.720802622003e-02
6.861321693353e-02,3.308978473826e+04,3.308976750814e+04,1.723012533330e-02
6.840655061747e-02,3.318972294590e+04,3.318970569382e+04,1.725207998243e-02
6.820112554054e-02,3.328966096735e+04,3.328964369346e+04,1.727389020380e-02
6.799693055389e-02,3.338959880263e+04,3.338958150707e+04,1.729555639031e-02
6.779395464179e-02,3.348953645173e+04,3.348951913465e+04,1.731707870204e-02
6.759218691964e-02,3.358947391465e+04,3.358945657619e+04,1.733845768467e-02
6.739161663205e-02,3.368941119139e+04,3.368939383170e+04,1.735969349829e-02
6.719223315089e-02,3.378934828196e+04,3.378933090118e+04,1.738078654307e-02
6.699402597345e-02,3.388928518636e+04,3.388926778463e+04,1.740173688449e-02
6.679698472059e-02,3.398922190459e+04,3.398920448205e+04,1.742254498095e-02
6.660109913490e-02,3.408915843665e+04,3.408914099344e+04,1.744321121805e-02
6.640635907895e-02,3.418909478254e+04,3.418907731881e+04,1.746373573405e-02
6.621275453353e-02,3.428903094226e+04,3.428901345815e+04,1.748411887093e-02
6.602027559593e-02,3.438896691582e+04,3.438894941146e+04,1.750436097063e-02
6.582891247826e-02,3.448890270321e+04,3.448888517875e+04,1.752446233149e-02
6.563865550578e-02,3.458883830444e+04,3.458882076002e+04,1.754442319361e-02
6.544949511527e-02,3.468877371951e+04,3.468875615527e+04,1.756424397172e-02
6.526142185345e-02,3.478870894842e+04,3.478869136449e+04,1.758392470947e-02
6.507442637536e-02,3.488864399117e+04,3.488862638770e+04,1.760346601077e-02
6.488849944286e-02,3.498857884776e+04,3.498856122489e+04,1.762286789017e-02
6.470363192308e-02,3.508851351819e+04,3.508849587606e+04,1.764213080605e-02
6.451981478693e-02,3.518844800247e+04,3.518843034121e+04,1.766125503491e-02
6.433703910765e-02,3.528838230059e+04,3.528836462035e+04,1.768024088233e-02
6.415529605932e-02,3.538831641257e+04,3.538829871348e+04,1.769908856659e-02
6.397457691549e-02,3.548825033839e+04,3.548823262059e+04,1.771779853152e-02
6.379487304775e-02,3.558818407806e+04,3.558816634169e+04,1.773637089354e-02
6.361617592437e-02,3.568811763158e+04,3.568809987678e+04,1.775480600190e-02
6.343847710894e-02,3.578805099896e+04,3.578803322585e+04,1.777310422040e-02
6.326176825905e-02,3.588798418019e+04,3.588796638892e+04,1.779126570182e-02
6.308604112500e-02,3.598791717527e+04,3.598789936598e+04,1.780929089000e-02
6.291128754848e-02,3.608784998422e+04,3.608783215704e+04,1.782717999595e-02
6.273749946133e-02,3.618778260702e+04,3.618776476208e+04,1.784493339801e-02
6.256466888430e-02,3.628771504368e+04,3.628769718113e+04,1.786255119805e-02
6.239278792582e-02,3.638764729420e+04,3.638762941416e+04,1.788003389083e-02
6.222184878082e-02,3.648757935858e+04,3.648756146120e+04,1.789738160733e-02
6.205184372951e-02,3.658751123683e+04,3.658749332223e+04,1.791459470405e-02
6.188276513624e-02,3.668744292894e+04,3.668742499727e+04,1.793167350115e-02
6.171460544837e-02,3.678737443492e+04,3.678735648630e+04,1.794861834060e-02
6.154735719512e-02,3.688730575476e+04,3.688728778933e+04,1.796542920783e-02
6.138101298649e-02,3.698723688848e+04,3.698721890637e+04,1.798210672860e-02
6.121556551213e-02,3.708716783606e+04,3.708714983741e+04,1.799865114299e-02
6.105100754032e-02,3.718709859752e+04,3.718708058246e+04,1.801506260381e-02
6.088733191689e-02,3.728702917285e+04,3.728701114151e+04,1.803134146758e-02
6.072453156417e-02,3.738695956205e+04,3.738694151456e+04,1.804748797440e-02
6.056259948000e-02,3.748688976513e+04,3.748687170163e+04,1.806350243714e-02
6.040152873670e-02,3.758681978209e+04,3.758680170270e+04,1.807938513957e-02
6.024131248011e-02,3.768674961292e+04,3.768673151778e+04,1.809513651096e-02
6.008194392857e-02,3.778667925763e+04,3.778666114688e+04,1.811075659498e-02
5.992341637203e-02,3.788660871623e+04,3.788659058998e+04,1.812624587183e-02
5.976572317105e-02,3.798653798870e+04,3.798651984710e+04,1.814160442154e-02
5.960885775591e-02,3.808646707506e+04,3.808644891823e+04,1.815683264431e-02
5.945281362565e-02,3.818639597531e+04,3.818637780338e+04,1.817193090392e-02
5.929758434726e-02,3.828632468944e+04,3.828630650254e+04,1.818689944776e-02
5.914316355469e-02,3.838625321746e+04,3.838623501572e+04,1.820173839224e-02
5.898954494805e-02,3.848618155937e+04,3.848616334292e+04,1.821644825395e-02
5.883672229275e-02,3.858610971516e+04,3.858609148413e+04,1.823102910566e-02
5.868468941860e-02,3.868603768485e+04,3.868601943937e+04,1.824548142758e-02
5.853344021907e-02,3.878596546844e+04,3.878594720863e+04,1.825980538706e-02
5.838296865039e-02,3.888589306591e+04,3.888587479191e+04,1.827400115872e-02
5.823326873077e-02,3.898582047728e+04,3.898580218922e+04,1.828806928825e-02
5.808433453964e-02,3.908574770255e+04,3.908572940054e+04,1.830200983386e-02
5.793616021684e-02,3.918567474172e+04,3.918565642590e+04,1.831582310842e-02
5.778873996183e-02,3.928560159479e+04,3.928558326528e+04,1.832950955577e-02
5.764206803299e-02,3.938552826176e+04,3.938550991869e+04,1.834306927776e-02
5.749613874684e-02,3.948545474263e+04,3.948543638612e+04,1.835650261637e-02
5.735094647727e-02,3.958538103740e+04,3.958536266759e+04,1.836980981898e-02
5.720648565491e-02,3.968530714608e+04,3.968528876309e+04,1.838299124938e-02
5.706275076633e-02,3.978523306866e+04,3.978521467261e+04,1.839604708221e-02
5.691973635338e-02,3.988515880515e+04,3.988514039618e+04,1.840897758666e-02
5.677743701250e-02,3.998508435556e+04,3.998506593377e+04,1.842178319930e-02
5.663584739401e-02,4.008500971987e+04,4.008499128540e+04,1.843446413841e-02
5.649496220149e-02,4.018493489809e+04,4.018491645107e+04,1.844702047674e-02
5.635477619107e-02,4.028485989023e+04,4.028484143077e+04,1.845945271634e-02
5.621528417079e-02,4.038478469628e+04,4.038476622451e+04,1.847176109004e-02
5.607648100000e-02,4.048470931624e+04,4.048469083230e+04,1.848394574336e-02
5.593836158867e-02,4.058463375012e+04,4.058461525412e+04,1.849600709829e-02
5.580092089681e-02,4.068455799793e+04,4.068453948998e+04,1.850794543134e-02
5.566415393382e-02,4.078448205965e+04,4.078446353988e+04,1.851976089529e-02
5.552805575795e-02,4.088440593529e+04,4.088438740383e+04,1.853145387577e-02
5.539262147561e-02,4.098432962485e+04,4.098431108183e+04,1.854302459105e-02
5.525784624088e-02,4.108425312834e+04,4.108423457386e+04,1.855447341222e-02
5.512372525485e-02,4.118417644575e+04,4.118415787995e+04,1.856580049935e-02
5.499025376513e-02,4.128409957709e+04,4.128408100008e+04,1.857700619439e-02
5.485742706522e-02,4.138402252235e+04,4.138400393426e+04,1.858809059922e-02
5.472524049398e-02,4.148394528155e+04,4.148392668250e+04,1.859905421588e-02
5.459368943510e-02,4.158386785468e+04,4.158384924478e+04,1.860989711713e-02
5.446276931655e-02,4.168379024173e+04,4.168377162111e+04,1.862061989959e-02
5.433247561005e-02,4.178371244272e+04,4.178369381150e+04,1.863122243958e-02
5.420280383055e-02,4.188363445765e+04,4.188361581594e+04,1.864170518093e-02
5.407374953571e-02,4.198355628651e+04,4.198353763444e+04,1.865206843650e-02
5.394530832542e-02,4.208347792930e+04,4.208345926699e+04,1.866231244639e-02
5.381747584123e-02,4.218339938604e+04,4.218338071360e+04,1.867243737070e-02
5.369024776596e-02,4.228332065671e+04,4.228330197427e+04,1.868244368234e-02
5.356361982311e-02,4.238324174133e+04,4.238322304900e+04,1.869233155594e-02
5.343758777647e-02,4.248316263988e+04,4.248314393778e+04,1.870210116613e-02
5.331214742958e-02,4.258308335239e+04,4.258306464063e+04,1.871175295673e-02
5.318729462529e-02,4.268300387883e+04,4.268298515754e+04,1.872128696414e-02
5.306302524533e-02,4.278292421922e+04,4.278290548852e+04,1.873070371221e-02
5.293933520979e-02,4.288284437356e+04,4.288282563356e+04,1.874000320822e-02
5.281622047674e-02,4.298276434185e+04,4.298274559267e+04,1.874918603426e-02
5.269367704176e-02,4.308268412409e+04,4.308266536584e+04,1.875825213210e-02
5.257170093750e-02,4.318260372028e+04,4.318258495308e+04,1.876720198197e-02
5.245028823326e-02,4.328252313043e+04,4.328250435439e+04,1.877603577304e-02
5.232943503456e-02,4.338244235453e+04,4.338242356977e+04,1.878475385456e-02
5.220913748276e-02,4.348236139258e+04,4.348234259922e+04,1.879335635749e-02
5.208939175459e-02,4.358228024459e+04,4.358226144275e+04,1.880184363108e-02
5.197019406178e-02,4.368219891056e+04,4.368218010034e+04,1.881021584995e-02
5.185154065068e-02,4.378211739049e+04,4.378209857201e+04,1.881847331242e-02
5.173342780182e-02,4.388203568438e+04,4.388201685776e+04,1.882661639684e-02
5.161585182955e-02,4.398195379223e+04,4.398193495758e+04,1.883464526327e-02
5.149880908163e-02,4.408187171404e+04,4.408185287148e+04,1.884256020276e-02
5.138229593891e-02,4.418178944983e+04,4.418177059946e+04,1.885036152817e-02
5.126630881490e-02,4.428170699957e+04,4.428168814152e+04,1.885804935591e-02
5.115084415541e-02,4.438162436329e+04,4.438160549766e+04,1.886562410073e-02
5.103589843820e-02,4.448154154097e+04,4.448152266788e+04,1.887308593723e-02
5.092146817265e-02,4.458145853262e+04,4.458143965219e+04,1.888043510553e-02
5.080754989933e-02,4.468137533825e+04,4.468135645058e+04,1.888767196215e-02
